Rank;Previous Rank;First Appearance;First Rank;Name;Computer;Site;Manufacturer;Country;Year;Segment;Total Cores;Accelerator/Co-Processor Cores;Rmax [TFlop/s];Rpeak [TFlop/s];Nmax;Nhalf;HPCG [TFlop/s];Power (kW);Power Source;Power Efficiency [GFlops/Watts];Memory;Architecture;Processor;Processor Technology;Processor Speed (MHz);Operating System;OS Family;Accelerator/Co-Processor;Cores per Socket;Processor Generation;System Model;System Family;Interconnect Family;Interconnect;Continent;Site ID;System ID
429;381;51;122;NA5;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179327
430;382;51;123;NA4;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179328
431;383;51;124;NA3;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179329
432;384;51;125;NA2;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179330
433;385;51;126;NA1;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179331
434;386;51;127;IA4;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179332
435;387;51;128;IA3;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179333
436;388;51;129;IA2;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179334
437;389;51;130;IA1;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179335
438;390;52;176;SB3;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Singapore;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Asia;50 758;179447
439;391;52;177;SB2;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Singapore;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Asia;50 758;179448
440;392;52;178;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179453
441;393;52;179;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179456
442;394;52;180;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179457
443;395;52;181;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179458
444;396;52;182;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179459
445;397;52;183;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179460
446;398;52;184;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179461
447;399;52;185;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179462
448;400;53;240;;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Singapore;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Asia;50 758;179617
449;401;53;241;NA12;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179618
450;402;53;242;NA11;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179619
451;403;53;243;NA10;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179620
452;404;53;244;NA9;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179621
453;405;53;245;NA8;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179622
454;406;53;246;NA7;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179623
455;407;53;247;IA13;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Ireland;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 502;179624
456;408;53;248;HKA1;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Hong Kong;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Asia;50 504;179627
457;409;53;249;NA6;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Netherlands;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Europe;50 503;179632
458;410;53;250;SB5;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet;Software Company (M);Lenovo;Singapore;2018;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;40G Ethernet;Asia;50 758;179638
459;411;54;328;IA14;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Ireland;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 502;179709
460;412;54;329;NA15;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 503;179710
461;413;54;330;J2;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Japan;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Asia;50 772;179711
462;414;54;331;NA14;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 503;179712
463;415;54;332;NA13;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Netherlands;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 503;179716
464;416;54;333;NY A2;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Norway;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 814;179717
465;417;54;334;NY A1;Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet;Software Company (M);Lenovo;Norway;2019;Industry;57 600;;1 649,11;2 119,68;8 586 432;;;;;;;Cluster;Xeon E5-2673v4 20C 2.3GHz;Intel Broadwell;2 300;Linux;Linux;None;20;Intel Xeon E5 (Broadwell);Lenovo C1040;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Europe;50 814;179718
466;418;54;335;;Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet;Internet Service U;Inspur;China;2018;Others;40 320;38 400;1 646,00;3 520,51;1 284 000;;;;;;;Cluster;Xeon Gold 6130 16C 2.1GHz;Intel Skylake;2 100;CentOS;Linux;NVIDIA Tesla V100;16;Xeon Gold;Inspur TS10000;Inspur Cluster;Gigabit Ethernet;100G Ethernet;Asia;50 777;179794
467;419;56;419;Cumulus-Cascadelake;PowerEdge C6420, CRC-StackHPC,Xeon Platinum 8276 28C 2.2GHz, Mellanox InfiniBand HDR100;University of Cambridge;Dell EMC;United Kingdom;2020;Academic;37 632;;1 644,36;2 649,29;3 619 200;;;;;;;Cluster;Xeon Platinum 8276 28C 2.2GHz;Intel Cascade lake;2 200;CentOS Scientific-OpenStack;Linux;None;28;Xeon Platinum 82xx (Cascade Lake);PowerEdge C6420;Dell PowerEdge Cluster;Infiniband;Mellanox InfiniBand HDR100;Europe;49 143;179909
468;420;53;251;;INSPUR NF5288M5, Xeon Gold 6133 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet;Network Company;Inspur;China;2019;Industry;43 520;40 960;1 643,00;3 788,80;1 326 000;;;;;;;Cluster;Xeon Gold 6133 20C 2.5GHz;Intel Skylake;2 500;CentOS;Linux;NVIDIA Tesla V100;20;Xeon Gold;INSPUR NF5288M5;Inspur Cluster;Gigabit Ethernet;25G Ethernet;Asia;50 177;179613
469;421;54;337;;INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR;Internet Company;Inspur;China;2019;Industry;42 752;40 960;1 643,00;3 766,37;1 326 000;;;;;;;Cluster;Xeon Gold 6132 14C 2.6GHz;Intel Skylake;2 600;Linux;Linux;NVIDIA Tesla V100;14;Xeon Gold;INSPUR NF5288M5;Inspur Cluster;Infiniband;Infiniband EDR;Asia;50 707;179799
470;422;54;338;;INSPUR NF5288M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR;Internet Company;Inspur;China;2019;Industry;42 752;40 960;1 643,00;3 766,37;1 326 000;;;;;;;Cluster;Xeon Gold 6132 14C 2.6GHz;Intel Skylake;2 600;Linux;Linux;NVIDIA Tesla V100;14;Xeon Gold;INSPUR NF5288M5;Inspur Cluster;Infiniband;Infiniband EDR;Asia;50 707;179800
471;423;42;20;ARCHER;Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ;EPSRC/University of Edinburgh;Cray/HPE;United Kingdom;2014;Research;118 080;;1 642,54;2 550,53;;;80,79;3 306,24;Submitted;0,50;;MPP;Intel Xeon E5-2697v2 12C 2.7GHz;Intel IvyBridge;2 700;Cray Linux Environment ;Linux;None;12;Intel Xeon E5 (IvyBridge);Cray XC30;Cray XC;Custom Interconnect;Aries interconnect ;Europe;50 487;178188
472;424;52;187;;Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet;Service Provider T;Lenovo;China;2018;Industry;38 400;;1 639,30;3 072,00;4 293 312;;;;;;;Cluster;Xeon Gold 6133 20C 2.5GHz;Intel Skylake;2 500;Linux;Linux;None;20;Xeon Gold;ThinkSystem HR650X;Lenovo ThinkSystem;Gigabit Ethernet;25G Ethernet;Asia;50 329;179475
473;425;46;42;Surge;Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ;NOAA;Cray/HPE;United States;2015;Research;48 960;;1 635,02;2 036,74;3 950 400;;;956,25;Submitted;1,71;;MPP;Xeon E5-2690v3 12C 2.6GHz;Intel Haswell;2 600;Cray Linux Environment ;Linux;None;12;Intel Xeon E5 (Haswell);Cray XC40;Cray XC;Custom Interconnect;Aries interconnect ;North America;48 437;178613
474;426;46;43;Luna;Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ;NOAA;Cray/HPE;United States;2015;Research;48 960;;1 635,02;2 036,74;3 950 400;;;956,25;Submitted;1,71;;MPP;Xeon E5-2690v3 12C 2.6GHz;Intel Haswell;2 600;Cray Linux Environment ;Linux;None;12;Intel Xeon E5 (Haswell);Cray XC40;Cray XC;Custom Interconnect;Aries interconnect ;North America;48 437;178614
475;427;52;190;Cedar-2;PowerEdge C6320/C6420, Xeon E5-2683 v4  16C 2.1GHz/Xeon Platinum 8160, Intel Omni-Path;Simon Fraser University/Compute Canada;Dell EMC;Canada;2018;Academic;55 296;;1 632,96;3 715,89;4 030 464;;;601,00;Submitted;2,72;;Cluster;Xeon E5-2683 v4  16C 2.1GHz;Intel Broadwell;2 100;CentOS;Linux;None;16;Intel Xeon E5 (Broadwell);PowerEdge C6320;Dell PowerEdge Cluster;Omnipath;Intel Omni-Path;North America;50 722;179600
476;428;52;191;;ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR;Government;Lenovo;China;2018;Government;32 144;26 240;1 630,13;2 637,71;1 774 464;;;;;;;Cluster;Xeon Gold 6140 18C 2.3GHz;Intel Skylake;2 300;Linux;Linux;NVIDIA Tesla V100;18;Xeon Gold;ThinkSystem SR650;Lenovo ThinkSystem;Infiniband;Infiniband EDR;Asia;50 774;179497
477;429;56;429;Bell;PowerEdge C6525, AMD EPYC 7662 64C 2GHz, Mellanox InfiniBand HDR100;Purdue University;Dell EMC;United States;2020;Academic;59 520;;1 623,70;1 904,64;3 532 704;1 999 872;;314,60;Submitted;5,16;;Cluster;AMD EPYC 7662 64C 2GHz;AMD Zen-2 (Rome);2 000;CentOS;Linux;None;64;AMD Rome;PowerEdge C6525;Dell PowerEdge Cluster;Infiniband;Mellanox InfiniBand HDR100;North America;48 657;179879
478;430;52;192;;Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet;Service Provider T;Lenovo;China;2018;Industry;37 600;;1 608,22;3 008,00;4 248 384;;;;;;;Cluster;Xeon Gold 6133 20C 2.5GHz;Intel Skylake;2 500;Linux;Linux;None;20;Xeon Gold;ThinkSystem HR650X;Lenovo ThinkSystem;Gigabit Ethernet;25G Ethernet;Asia;50 329;179476
479;431;54;347;Ogbon Cimatec/Petrobras;Bull Sequana X1000, Xeon Gold 6240 18C 2.6GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2;SENAI CIMATEC;Atos;Brazil;2019;Research;27 768;24 960;1 605,00;2 323,28;1 142 592;;6,98;;;;;Cluster;Xeon Gold 6240 18C 2.6GHz;Intel Cascade lake;2 600;bullx SCS;Linux;NVIDIA Tesla V100 SXM2;18;Xeon Gold 62xx (Cascade Lake);BullSequana X1000;BullSequana;Infiniband;Mellanox InfiniBand EDR;South America;50 537;179703
480;432;51;266;Internet Company T X2;Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet;Service Provider T;Lenovo;China;2018;Industry;86 800;;1 603,23;3 333,12;6 299 136;;;;;;;Cluster;Xeon E5-2680v4 14C 2.4GHz;Intel Broadwell;2 400;Linux;Linux;None;14;Intel Xeon E5 (Broadwell);Lenovo RD450;Lenovo Cluster;Gigabit Ethernet;10G Ethernet;Asia;50 329;179359
481;433;50;83;HOKUSAI BigWaterfall	;PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR;Information Systems Division, RIKEN;Fujitsu;Japan;2017;Research;33 600;;1 601,00;2 580,48;2 741 752;;;;;;;Cluster;Xeon Gold 6148 20C 2.4GHz;Intel Skylake;2 400;Linux;Linux;None;20;Xeon Gold;PRIMERGY CX2550 M4;Fujitsu PRIMERGY;Infiniband;Infiniband EDR;Asia;50 734;179172
482;434;52;195;U3;ThinkSystem SR650, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR;Government;Lenovo;China;2018;Government;31 360;25 600;1 593,03;2 573,38;1 752 768;;;;;;;Cluster;Xeon Gold 6140 18C 2.3GHz;Intel Skylake;2 300;Linux;Linux;NVIDIA Tesla V100;18;Xeon Gold;ThinkSystem SR650;Lenovo ThinkSystem;Infiniband;Infiniband EDR;Asia;50 774;179547
483;435;53;262;;Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet;Internet Company;Sugon;China;2019;Industry;48 000;;1 590,00;3 225,60;4 307 000;;;530,00;Submitted;3,00;;Cluster;Xeon Gold 6130 16C 2.1GHz;Intel Skylake;2 100;CentOS;Linux;None;16;Xeon Gold;Sugon TC6000;Sugon Cluster;Gigabit Ethernet;25G Ethernet;Asia;50 743;179669
484;436;42;18;;Power 775, POWER7 8C 3.836GHz, Custom Interconnect;IBM Development Engineering;IBM;United States;2013;Vendor;62 944;;1 587,00;1 931,63;;;;3 575,63;Submitted;0,44;;MPP;POWER7 8C 3.84GHz;Power;3 836;Linux;Linux;None;8;POWER7;Power 775;IBM pSeries;Custom Interconnect;Custom Interconnect;North America;50 515;178322
485;437;53;264;Cygnus;NEC LX Cluster, Xeon Gold 6126 12C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR100;Center for Computational Sciences, University of Tsukuba;NEC;Japan;2019;Academic;27 520;25 600;1 582,00;2 399,74;1 171 968;;;;;;;Cluster;Xeon Gold 6126 12C 2.6GHz;Intel Skylake;2 600;CentOS;Linux;NVIDIA Tesla V100;12;Xeon Gold;NEC LX Cluster;NEC Cluster;Infiniband;InfiniBand HDR 100;Asia;47 529;179688
486;438;52;197;;Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet;Service Provider T;Lenovo;China;2018;Industry;36 800;;1 579,98;2 944,00;4 202 880;;;;;;;Cluster;Xeon Gold 6133 20C 2.5GHz;Intel Skylake;2 500;Linux;Linux;None;20;Xeon Gold;ThinkSystem HR650X;Lenovo ThinkSystem;Gigabit Ethernet;25G Ethernet;Asia;50 329;179477
487;439;53;266;;Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet;Internet Company;Sugon;China;2019;Industry;88 800;;1 569,00;6 535,68;5 524 000;;;1 150,00;Submitted;1,36;;Cluster;Xeon Gold 5118 12C 2.3GHz;Intel Skylake;2 300;Linux;Linux;None;12;Xeon Gold;Sugon TC6000;Sugon Cluster;Gigabit Ethernet;10G Ethernet;Asia;50 743;179675
488;440;52;198;SGSystem;Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet;State Grid Corp;Sugon;China;2018;Industry;92 000;;1 562,00;3 238,40;7 167 000;;;960,00;Submitted;1,63;;Cluster;Xeon E5-2630v4 10C 2.2GHz;Intel Broadwell;2 200;CentOS;Linux;None;10;Intel Xeon E5 (Broadwell);Sugon TC6000;Sugon Cluster;Gigabit Ethernet;10G Ethernet;Asia;50 610;179545
